sentence_id,sentence_text,gold_tokens,pred_tokens,missing_tokens,extra_tokens,exact_match,token_accuracy
0012.train,"Acele , bir karar vermek ihtiyacındayım .","Acele , bir karar vermek ihtiyacındayım .","Acele , bir karar vermek ihtiyacındayım .",,,True,1.0
0013.train,Bakın çantasında acep nesi var / Bir çift kundurayla bir de fesi var,Bakın çantasında acep nesi var / Bir çift kundurayla bir de fesi var,Bakın çantasında acep nesi var / Bir çift kundurayla bir de fesi var,,,True,1.0
0014.train,Acı poyraz kuvvetle esiyordu .,Acı poyraz kuvvetle esiyordu .,Acı poyraz kuvvetle esiyordu .,,,True,1.0
0015.train,Acıca bir yemek .,Acıca bir yemek .,Acıca bir yemek .,,,True,1.0
0016.train,Kendimi bu acı ve acıklı kitlenin bir parçası gibi hissediyordum .,Kendimi bu acı ve acıklı kitlenin bir parçası gibi hissediyordum .,Kendimi bu acı ve acıklı kitlenin bir parçası gibi hissediyordum .,,,True,1.0
0017.train,Ağzım acılandı .,Ağzım acılandı .,Ağzım acılandı .,,,True,1.0
0018.train,Acılı tarhana .,Acılı tarhana .,Acılı tarhana .,,,True,1.0
0019.train,"Nasıl acıdı elim , sopa elimden düştü .","Nasıl acıdı elim , sopa elimden düştü .","Nasıl acıdı elim , sopa elimden düştü .",,,True,1.0
0020.train,Yarını ne olacak dünyamızın / Biz yaşımızı başımızı aldık / Allah çocuklarımıza acısın,Yarını ne olacak dünyamızın / Biz yaşımızı başımızı aldık / Allah çocuklarımıza acısın,Yarını ne olacak dünyamızın / Biz yaşımızı başımızı aldık / Allah çocuklarımıza acısın,,,True,1.0
0021.train,"Ata Efendi , depoya yığılı kerestelerin reçine kokusundan hazzettiğini anladı .","Ata Efendi , depoya yığılı kerestelerin reçine kokusundan hazzettiğini anladı .","Ata Efendi , depoya yığılı kerestelerin reçine kokusundan hazzettiğini anladı .",,,True,1.0
0022.train,Acı su sabunu köpürtmez .,Acı su sabunu köpürtmez .,Acı su sabunu köpürtmez .,,,True,1.0
0023.train,Borçlarını ödeyemeyen şirketin aciz halinde olduğu ilan edildi,Borçlarını ödeyemeyen şirketin aciz halinde olduğu ilan edildi,Borçlarını ödeyemeyen şirketin aciz halinde olduğu ilan edildi,,,True,1.0
0024.train,Mahallede acubelerin diline düşmekten korkuyorum .,Mahallede acubelerin diline düşmekten korkuyorum .,Mahallede acubelerin diline düşmekten korkuyorum .,,,True,1.0
0025.train,Geç vakit dönen zengin ve ecnebi kumarcıların acul arabalarını duymuyor .,Geç vakit dönen zengin ve ecnebi kumarcıların acul arabalarını duymuyor .,Geç vakit dönen zengin ve ecnebi kumarcıların acul arabalarını duymuyor .,,,True,1.0
0026.train,Salçanın tenekesini açacakla zor açtım .,Salçanın tenekesini açacakla zor açtım .,Salçanın tenekesini açacakla zor açtım .,,,True,1.0
0027.train,"Yolcuların hepsi indikten sonra Mehmet Akif göründü , beni açık başıyla selamladı .","Yolcuların hepsi indikten sonra Mehmet Akif göründü , beni açık başıyla selamladı .","Yolcuların hepsi indikten sonra Mehmet Akif göründü , beni açık başıyla selamladı .",,,True,1.0
0028.train,Açık konuşma zamanının artık geldiğine kani idim .,Açık konuşma zamanının artık geldiğine kani idim .,Açık konuşma zamanının artık geldiğine kani idim .,,,True,1.0
0029.train,"Limanda bilinen gemiler , oysa açıklardadır .","Limanda bilinen gemiler , oysa açıklardadır .","Limanda bilinen gemiler , oysa açıklardadır .",,,True,1.0
0030.train,Tren yolu nehrin açığından geçer .,Tren yolu nehrin açığından geçer .,Tren yolu nehrin açığından geçer .,,,True,1.0
0031.train,"Susuzluk korkusu , çölde , açık denizde , çorak bir dağ başında kapkara kızgın bir el gibi insanın gırtlağına sarılabilir .","Susuzluk korkusu , çölde , açık denizde , çorak bir dağ başında kapkara kızgın bir el gibi insanın gırtlağına sarılabilir .","Susuzluk korkusu , çölde , açık denizde , çorak bir dağ başında kapkara kızgın bir el gibi insanın gırtlağına sarılabilir .",,,True,1.0
0032.train,"Başka yerlerde süt , ekmekten üstün bir gıdadır .","Başka yerlerde süt , ekmekten üstün bir gıdadır .","Başka yerlerde süt , ekmekten üstün bir gıdadır .",,,True,1.0
0033.train,"Hasan Şaş , bir soru üzerine , Güney Kore'de futbol oynamayı düşünmediğini açıkladı .","Hasan Şaş , bir soru üzerine , Güney Kore'de futbol oynamayı düşünmediğini açıkladı .","Hasan Şaş , bir soru üzerine , Güney Kore'de futbol oynamayı düşünmediğini açıkladı .",,,True,1.0
0034.train,O köprünün açıklığı da hemen hemen aynı açıklıkta bizim köprüyle .,O köprünün açıklığı da hemen hemen aynı açıklıkta bizim köprüyle .,O köprünün açıklığı da hemen hemen aynı açıklıkta bizim köprüyle .,,,True,1.0
0035.train,"Damalı bir eteklik , açık mavi kapalı bir yün kazak giymişti .","Damalı bir eteklik , açık mavi kapalı bir yün kazak giymişti .","Damalı bir eteklik , açık mavi kapalı bir yün kazak giymişti .",,,True,1.0
0036.train,Bu kadar açık sözlü oluşu beni şaşırtmıştı ama belli etmedim .,Bu kadar açık sözlü oluşu beni şaşırtmıştı ama belli etmedim .,Bu kadar açık sözlü oluşu beni şaşırtmıştı ama belli etmedim .,,,True,1.0
0037.train,"Arkadaşlarımdan mümkün olduğu kadar alarga yürüyor , kendimi pencerelerin , kapıların ışık sahası dışına çıkarmaya uğraşıyordum .","Arkadaşlarımdan mümkün olduğu kadar alarga yürüyor , kendimi pencerelerin , kapıların ışık sahası dışına çıkarmaya uğraşıyordum .","Arkadaşlarımdan mümkün olduğu kadar alarga yürüyor , kendimi pencerelerin , kapıların ışık sahası dışına çıkarmaya uğraşıyordum .",,,True,1.0
0038.train,Resmî açılış töreni ne zaman beyefendi ?,Resmî açılış töreni ne zaman beyefendi ?,Resmî açılış töreni ne zaman beyefendi ?,,,True,1.0
0039.train,Ateşi düşünce hasta açıldı .,Ateşi düşünce hasta açıldı .,Ateşi düşünce hasta açıldı .,,,True,1.0
0040.train,"Araç uzun yolda açıldı , hızı arttı .","Araç uzun yolda açıldı , hızı arttı .","Araç uzun yolda açıldı , hızı arttı .",,,True,1.0
0041.train,"Ben yüzerken biraz fazla açıldım , kendimi Vardar'ın kuvvetli bir akıntısına kaptırdım .","Ben yüzerken biraz fazla açıldım , kendimi Vardar'ın kuvvetli bir akıntısına kaptırdım .","Ben yüzerken biraz fazla açıldım , kendimi Vardar'ın kuvvetli bir akıntısına kaptırdım .",,,True,1.0
0042.train,Konileri açındırırız ama küreyi açındıramayız .,Konileri açındırırız ama küreyi açındıramayız .,Konileri açındırırız ama küreyi açındıramayız .,,,True,1.0
0043.train,Öğrenme konusundaki yorulmayan açlığımı karşılayan bir okuldaydım .,Öğrenme konusundaki yorulmayan açlığımı karşılayan bir okuldaydım .,Öğrenme konusundaki yorulmayan açlığımı karşılayan bir okuldaydım .,,,True,1.0
0044.train,Karla kapanan yolu açmak .,Karla kapanan yolu açmak .,Karla kapanan yolu açmak .,,,True,1.0
0045.train,Su borusunu açmak .,Su borusunu açmak .,Su borusunu açmak .,,,True,1.0
0046.train,Bu boyayı biraz daha açmalı .,Bu boyayı biraz daha açmalı .,Bu boyayı biraz daha açmalı .,,,True,1.0
0047.train,Sınav açmak .,Sınav açmak .,Sınav açmak .,,,True,1.0
0048.train,"Öğretmen sürekli konuşuyor , öğrenciyi açmak istiyordu .","Öğretmen sürekli konuşuyor , öğrenciyi açmak istiyordu .","Öğretmen sürekli konuşuyor , öğrenciyi açmak istiyordu .",,,True,1.0
0049.train,"İki kolunu da yukarı kadar sıvadı , sert adaleli kollarını meydana çıkardı .","İki kolunu da yukarı kadar sıvadı , sert adaleli kollarını meydana çıkardı .","İki kolunu da yukarı kadar sıvadı , sert adaleli kollarını meydana çıkardı .",,,True,1.0
0050.train,"Yargıtay , adliye mahkemelerince verilen ve kanunun başka bir adli yargı mercisine bırakmadığı karar ve hükümlerin son inceleme mercisidir .","Yargıtay , adliye mahkemelerince verilen ve kanunun başka bir adli yargı mercisine bırakmadığı karar ve hükümlerin son inceleme mercisidir .","Yargıtay , adliye mahkemelerince verilen ve kanunun başka bir adli yargı mercisine bırakmadığı karar ve hükümlerin son inceleme mercisidir .",,,True,1.0
0051.train,Hemen hepsi para çevrelerinin adamlarıydı .,Hemen hepsi para çevrelerinin adamlarıydı .,Hemen hepsi para çevrelerinin adamlarıydı .,,,True,1.0
0052.train,Tamamen ve sadece sana ait olacak ama kendini ona adamanı istemeyecek .,Tamamen ve sadece sana ait olacak ama kendini ona adamanı istemeyecek .,Tamamen ve sadece sana ait olacak ama kendini ona adamanı istemeyecek .,,,True,1.0
0053.train,Bu ağır yükü ticarethaneye taşıyan sırık hamallarına adam başı birkaç mangır veriliyordu .,Bu ağır yükü ticarethaneye taşıyan sırık hamallarına adam başı birkaç mangır veriliyordu .,Bu ağır yükü ticarethaneye taşıyan sırık hamallarına adam başı birkaç mangır veriliyordu .,,,True,1.0
0054.train,"Hem de ne adamcıldır , ne candır , bilseniz .","Hem de ne adamcıldır , ne candır , bilseniz .","Hem de ne adamcıldır , ne candır , bilseniz .",,,True,1.0
0055.train,"Yabanlık lacivert entarisi , baş örtüsü , çökük yanaklarıyla annesi kapıda bekliyordu .","Yabanlık lacivert entarisi , baş örtüsü , çökük yanaklarıyla annesi kapıda bekliyordu .","Yabanlık lacivert entarisi , baş örtüsü , çökük yanaklarıyla annesi kapıda bekliyordu .",,,True,1.0
0056.train,Ahmet Vefik Paşa'nın Zor Nikâh'ı Molière'den adaptedir .,Ahmet Vefik Paşa'nın Zor Nikâh'ı Molière'den adaptedir .,Ahmet Vefik Paşa'nın Zor Nikâh'ı 'den adaptedir .,Molière'den,'den,False,0.778
0057.train,Adaşlık maceraları yalnız bu kadarla bitmez .,Adaşlık maceraları yalnız bu kadarla bitmez .,Adaşlık maceraları yalnız bu kadarla bitmez .,,,True,1.0
0058.train,Yedek subay aday adayları .,Yedek subay aday adayları .,Yedek subay aday adayları .,,,True,1.0
0059.train,"Yaşamayı tatsız , dünyayı mahdut gösteren bu adese bana babamdan mı yadigâr kalmıştı ?","Yaşamayı tatsız , dünyayı mahdut gösteren bu adese bana babamdan mı yadigâr kalmıştı ?","Yaşamayı tatsız , dünyayı mahdut gösteren bu adese bana babamdan mı yadigâr kalmıştı ?",,,True,1.0
0060.train,Paranın üstüne oturmak da biraz tatsız bir âdet olmuştu .,Paranın üstüne oturmak da biraz tatsız bir âdet olmuştu .,Paranın üstüne oturmak da biraz tatsız bir âdet olmuştu .,,,True,1.0
0061.train,Onu ya insana verilen özel adla ya da adın yerini tutan bir zamirle gösterir .,Onu ya insana verilen özel adla ya da adın yerini tutan bir zamirle gösterir .,Onu ya insana verilen özel adla ya da adın yerini tutan bir zamirle gösterir .,,,True,1.0
0062.train,"Otele geldiğimiz zaman , kumandanı ölüler gibi sarı ve soluk , bel kayışı takılmış , hançeri belinde , tören esvabı ile salonu adımlarken bulduk .","Otele geldiğimiz zaman , kumandanı ölüler gibi sarı ve soluk , bel kayışı takılmış , hançeri belinde , tören esvabı ile salonu adımlarken bulduk .","Otele geldiğimiz zaman , kumandanı ölüler gibi sarı ve soluk , bel kayışı takılmış , hançeri belinde , tören esvabı ile salonu adımlarken bulduk .",,,True,1.0
0063.train,"Sonra redingot devri geldi ve redingot içinden yarı uşak , yarı kapı kulu , riyakâr , adi bir nesil türedi .","Sonra redingot devri geldi ve redingot içinden yarı uşak , yarı kapı kulu , riyakâr , adi bir nesil türedi .","Sonra redingot devri geldi ve redingot içinden yarı uşak , yarı kapı kulu , riyakâr , adi bir nesil türedi .",,,True,1.0
0064.train,Milletler tarihte fatihlerden fazla adillere bağlıdırlar .,Milletler tarihte fatihlerden fazla adillere bağlıdırlar .,Milletler tarihte fatihlerden fazla adillere bağlıdırlar .,,,True,1.0
0065.train,Memleketin tanınmış bir hekimi .,Memleketin tanınmış bir hekimi .,Memleketin tanınmış bir hekimi .,,,True,1.0
0066.train,Onun telaşlı adımlarla binadan çıkıp karşıdaki adliyeye girdiğini gördüler .,Onun telaşlı adımlarla binadan çıkıp karşıdaki adliyeye girdiğini gördüler .,Onun telaşlı adımlarla binadan çıkıp karşıdaki adliyeye girdiğini gördüler .,,,True,1.0
0067.train,Kardeşinin vazifeden affı kararlaşmış .,Kardeşinin vazifeden affı kararlaşmış .,Kardeşinin vazifeden affı kararlaşmış .,,,True,1.0
0068.train,"Aferin İsmail , söyle , daha bağırarak söyle !","Aferin İsmail , söyle , daha bağırarak söyle !","Aferin İsmail , söyle , daha bağırarak söyle !",,,True,1.0
0069.train,Gül yüzlü bir afetti ki her busesi lale .,Gül yüzlü bir afetti ki her busesi lale .,Gül yüzlü bir afetti ki her busesi lale .,,,True,1.0
0070.train,Demek kahraman tabiatlılar aforozluydular .,Demek kahraman tabiatlılar aforozluydular .,Demek kahraman tabiatlılar aforozluydular .,,,True,1.0
0071.train,Delikanlının sarı kıvırcık saçlı aftosu bile bu seslere alışık olduğu hâlde ürktü .,Delikanlının sarı kıvırcık saçlı aftosu bile bu seslere alışık olduğu hâlde ürktü .,Delikanlının sarı kıvırcık saçlı aftosu bile bu seslere alışık olduğu hâlde ürktü .,,,True,1.0
0072.train,"Seniha'ya sarıldı , aguşuna alıp onu tekrar şımarttı .","Seniha'ya sarıldı , aguşuna alıp onu tekrar şımarttı .","Seniha'ya sarıldı , aguşuna alıp onu tekrar şımarttı .",,,True,1.0
0073.train,Sonra köy ağası hazretleri bizim de kıçımıza atacak tekmeyi .,Sonra köy ağası hazretleri bizim de kıçımıza atacak tekmeyi .,Sonra köy ağası hazretleri bizim de kıçımıza atacak tekmeyi .,,,True,1.0
0074.train,Ağaç tekne .,Ağaç tekne .,Ağaç tekne .,,,True,1.0
0075.train,"Yine beni unuttu , ağaçlıklar arasına yürüdü .","Yine beni unuttu , ağaçlıklar arasına yürüdü .","Yine beni unuttu , ağaçlıklar arasına yürüdü .",,,True,1.0
0076.train,Bu esnada şafak sökmeye ve gök ağarmaya başlamıştı .,Bu esnada şafak sökmeye ve gök ağarmaya başlamıştı .,Bu esnada şafak sökmeye ve gök ağarmaya başlamıştı .,,,True,1.0
0077.train,Rengi birdenbire uçtu .,Rengi birdenbire uçtu .,Rengi birdenbire uçtu .,,,True,1.0
0078.train,Bunların ağdalanır maç maç öterken sakızı .,Bunların ağdalanır maç maç öterken sakızı .,Bunların ağdalanır maç maç öterken sakızı .,,,True,1.0
0079.train,Mekanizmanın ipi ya şu yana ya bu yana ağdıracak .,Mekanizmanın ipi ya şu yana ya bu yana ağdıracak .,Mekanizmanın ipi ya şu yana ya bu yana ağdıracak .,,,True,1.0
0080.train,"Kızmıştım , Keziban'a söylenecek şöyle ağır bir söz arıyordum .","Kızmıştım , Keziban'a söylenecek şöyle ağır bir söz arıyordum .","Kızmıştım , Keziban'a söylenecek şöyle ağır bir söz arıyordum .",,,True,1.0
0081.train,Adam ağır adımlarla gelip masanın başına geçiyor .,Adam ağır adımlarla gelip masanın başına geçiyor .,Adam ağır adımlarla gelip masanın başına geçiyor .,,,True,1.0
0082.train,"Biraz sonra aşağıda bir kapı açıldığı , sonra da ağırca bir şeyin devrildiği duyulur .","Biraz sonra aşağıda bir kapı açıldığı , sonra da ağırca bir şeyin devrildiği duyulur .","Biraz sonra aşağıda bir kapı açıldığı , sonra da ağırca bir şeyin devrildiği duyulur .",,,True,1.0
0083.train,"Niyazi zayıftı , çocukluğunda ağır hastalıklar geçirmişti .","Niyazi zayıftı , çocukluğunda ağır hastalıklar geçirmişti .","Niyazi zayıftı , çocukluğunda ağır hastalıklar geçirmişti .",,,True,1.0
0084.train,Beni karşıladılar ve ağırladılar .,Beni karşıladılar ve ağırladılar .,Beni karşıladılar ve ağırladılar .,,,True,1.0
0085.train,Bu et yarına kalırsa ağırlaşır .,Bu et yarına kalırsa ağırlaşır .,Bu et yarına kalırsa ağırlaşır .,,,True,1.0
0086.train,Babam senden çok mu istedi kalını ?,Babam senden çok mu istedi kalını ?,Babam senden çok mu istedi kalını ?,,,True,1.0
0087.train,"Bu cezai salahiyet hangi kanunla tespit edilmiştir , bilmiyorum .","Bu cezai salahiyet hangi kanunla tespit edilmiştir , bilmiyorum .","Bu cezai salahiyet hangi kanunla tespit edilmiştir , bilmiyorum .",,,True,1.0
0088.train,Beynime bir ağırlık peyda olmuştu .,Beynime bir ağırlık peyda olmuştu .,Beynime bir ağırlık peyda olmuştu .,,,True,1.0
0089.train,Gaganı kapa !,Gaganı kapa !,Gaganı kapa !,,,True,1.0
0090.train,"Çelik ağızlı , küçük gül makasını kâğıdından çıkardı .","Çelik ağızlı , küçük gül makasını kâğıdından çıkardı .","Çelik ağızlı , küçük gül makasını kâğıdından çıkardı .",,,True,1.0
0091.train,"Bir boşalmaya , ağız dolusu boşalmaya , soyundan başlayarak boşalmaya isteğim var ki boşalamazsam patlayacağım .","Bir boşalmaya , ağız dolusu boşalmaya , soyundan başlayarak boşalmaya isteğim var ki boşalamazsam patlayacağım .","Bir boşalmaya , ağız dolusu boşalmaya , soyundan başlayarak boşalmaya isteğim var ki boşalamazsam patlayacağım .",,,True,1.0
0092.train,Koşa badem sığmayan dar ağızlım .,Koşa badem sığmayan dar ağızlım .,Koşa badem sığmayan dar ağızlım .,,,True,1.0
0093.train,Allah ağzımızın tadını bozmasın .,Allah ağzımızın tadını bozmasın .,Allah ağzımızın tadını bozmasın .,,,True,1.0
0094.train,Çocuk haykırarak ağlamaya başlamıştı .,Çocuk haykırarak ağlamaya başlamıştı .,Çocuk haykırarak ağlamaya başlamıştı .,,,True,1.0
0095.train,Şu kara bahtıma ağlıyorum .,Şu kara bahtıma ağlıyorum .,Şu kara bahtıma ağlıyorum .,,,True,1.0
0096.train,"İhtiyarlar , analar , çocuklar ağlaşıyor / Gökten geniş bir yürek matemimi taşıyor","İhtiyarlar , analar , çocuklar ağlaşıyor / Gökten geniş bir yürek matemimi taşıyor","İhtiyarlar , analar , çocuklar ağlaşıyor / Gökten geniş bir yürek matemimi taşıyor",,,True,1.0
0097.train,Ağrılı diş .,Ağrılı diş .,Ağrılı diş .,,,True,1.0
0098.train,Kendini nasıl müdafaa edebilip yâr ve ağyar nazarında parlayacak .,Kendini nasıl müdafaa edebilip yâr ve ağyar nazarında parlayacak .,Kendini nasıl müdafaa edebilip yâr ve ağyar nazarında parlayacak .,,,True,1.0
0099.train,"Terbiyeli , tedbirli , ağzı sıkı , aklı başında bir hizmetçi arıyorlar .","Terbiyeli , tedbirli , ağzı sıkı , aklı başında bir hizmetçi arıyorlar .","Terbiyeli , tedbirli , ağzı sıkı , aklı başında bir hizmetçi arıyorlar .",,,True,1.0
0100.train,"Ben yeni tanıdım ama , kızın eski ahbapları imişler !","Ben yeni tanıdım ama , kızın eski ahbapları imişler !","Ben yeni tanıdım ama , kızın eski ahbapları imişler !",,,True,1.0
0101.train,Bizim de bahçıvan kızı ile ahbaplığımız şurada birkaç gün daha ya sürer ya sürmez !,Bizim de bahçıvan kızı ile ahbaplığımız şurada birkaç gün daha ya sürer ya sürmez !,Bizim de bahçıvan kızı ile ahbaplığımız şurada birkaç gün daha ya sürer ya sürmez !,,,True,1.0
0102.train,"Daha İstanbul'da iken buna ahdetmiş , bu yolda ölümü göze alarak Anadolu'ya çıkmıştı .","Daha İstanbul'da iken buna ahdetmiş , bu yolda ölümü göze alarak Anadolu'ya çıkmıştı .","Daha İstanbul'da iken buna ahdetmiş , bu yolda ölümü göze alarak Anadolu'ya çıkmıştı .",,,True,1.0
0103.train,"Zaman oldu en renkli , en ahenkli şekillerin peşinde koştum .","Zaman oldu en renkli , en ahenkli şekillerin peşinde koştum .","Zaman oldu en renkli , en ahenkli şekillerin peşinde koştum .",,,True,1.0
0104.train,Öyle ahım şahım bir tarafı yoktu vücudunun .,Öyle ahım şahım bir tarafı yoktu vücudunun .,Öyle ahım şahım bir tarafı yoktu vücudunun .,,,True,1.0
0105.train,Bu yakınlarda onu hiç görmedim .,Bu yakınlarda onu hiç görmedim .,Bu yakınlarda onu hiç görmedim .,,,True,1.0
0106.train,"Ahdim olsun , bu işi yapacağım .","Ahdim olsun , bu işi yapacağım .","Ahdim olsun , bu işi yapacağım .",,,True,1.0
0107.train,Ahlakçılar bu mahzurlarla cenkleşiyorlar .,Ahlakçılar bu mahzurlarla cenkleşiyorlar .,Ahlakçılar bu mahzurlarla cenkleşiyorlar .,,,True,1.0
0108.train,O vakte kadar Necmiye'ye bir şey söylememek pek ayıp ve ahmakça bir hareket olacaktı .,O vakte kadar Necmiye'ye bir şey söylememek pek ayıp ve ahmakça bir hareket olacaktı .,O vakte kadar Necmiye'ye bir şey söylememek pek ayıp ve ahmakça bir hareket olacaktı .,,,True,1.0
0109.train,Hangi semtin eczanesi bu kadar değerli insanı sinesinde toplayabilmiştir ?,Hangi semtin eczanesi bu kadar değerli insanı sinesinde toplayabilmiştir ?,Hangi semtin eczanesi bu kadar değerli insanı sinesinde toplayabilmiştir ?,,,True,1.0
0110.train,Genzinde de herhâlde ahtapot olacaktı ki boynunu uzatıp derin derin nefes alırdı .,Genzinde de herhâlde ahtapot olacaktı ki boynunu uzatıp derin derin nefes alırdı .,Genzinde de herhâlde ahtapot olacaktı ki boynunu uzatıp derin derin nefes alırdı .,,,True,1.0
0111.train,Borsada bugün muamele olmadı .,Borsada bugün muamele olmadı .,Borsada bugün muamele olmadı .,,,True,1.0
0112.train,"Birbirlerine nasıl tutkun , yangın bir aile olduklarını sayıp döktü .","Birbirlerine nasıl tutkun , yangın bir aile olduklarını sayıp döktü .","Birbirlerine nasıl tutkun , yangın bir aile olduklarını sayıp döktü .",,,True,1.0
0113.train,Bütün mahalle halkı aile hayatını kontrol ederdi .,Bütün mahalle halkı aile hayatını kontrol ederdi .,Bütün mahalle halkı aile hayatını kontrol ederdi .,,,True,1.0
0114.train,"Tamam bak , ne diyorlardı kışkırtıcıya , ajitatör ; tamam bir iki ajitatör lazım bize .","Tamam bak , ne diyorlardı kışkırtıcıya , ajitatör ; tamam bir iki ajitatör lazım bize .","Tamam bak , ne diyorlardı kışkırtıcıya , ajitatör ; tamam bir iki ajitatör lazım bize .",,,True,1.0
0115.train,"Ablak yüzlü , kısa kesilmiş ak sakallı bir adamdı .","Ablak yüzlü , kısa kesilmiş ak sakallı bir adamdı .","Ablak yüzlü , kısa kesilmiş ak sakallı bir adamdı .",,,True,1.0
0116.train,Ak günler göresin .,Ak günler göresin .,Ak günler göresin .,,,True,1.0
0117.train,Güzel Sanatlar Akademisi .,Güzel Sanatlar Akademisi .,Güzel Sanatlar Akademisi .,,,True,1.0
0118.train,"Akademik bir çalışmadan yanaydı , bu yüzden üniversiteye girdi .","Akademik bir çalışmadan yanaydı , bu yüzden üniversiteye girdi .","Akademik bir çalışmadan yanaydı , bu yüzden üniversiteye girdi .",,,True,1.0
0119.train,Kenarda akaju bir yazıhane duruyordu .,Kenarda akaju bir yazıhane duruyordu .,Kenarda akaju bir yazıhane duruyordu .,,,True,1.0
0120.train,"Başladı , her ay , akaretlerinden kira toplar gibi tıkır tıkır faizleri toplamaya .","Başladı , her ay , akaretlerinden kira toplar gibi tıkır tıkır faizleri toplamaya .","Başladı , her ay , akaretlerinden kira toplar gibi tıkır tıkır faizleri toplamaya .",,,True,1.0
0121.train,Akça kızlar sökün etti yurdundan / Koç yiğitler deli oldu derdinden,Akça kızlar sökün etti yurdundan / Koç yiğitler deli oldu derdinden,Akça kızlar sökün etti yurdundan / Koç yiğitler deli oldu derdinden,,,True,1.0
0122.train,Çatlak ellerde ökçe ve burun yerleri akçıllaşmış delik çoraplar .,Çatlak ellerde ökçe ve burun yerleri akçıllaşmış delik çoraplar .,Çatlak ellerde ökçe ve burun yerleri akçıllaşmış delik çoraplar .,,,True,1.0
0123.train,Diğerlerinin akıbetlerini bilmiyorum .,Diğerlerinin akıbetlerini bilmiyorum .,Diğerlerinin akıbetlerini bilmiyorum .,,,True,1.0
0124.train,Bu aklı size kim verdi .,Bu aklı size kim verdi .,Bu aklı size kim verdi .,,,True,1.0
0125.train,"Gerçek dost ve akıl hocası odur ki , nefsini alçaltmış ve kendisine tabi kılmıştır .","Gerçek dost ve akıl hocası odur ki , nefsini alçaltmış ve kendisine tabi kılmıştır .","Gerçek dost ve akıl hocası odur ki , nefsini alçaltmış ve kendisine tabi kılmıştır .",,,True,1.0
0126.train,Akılsızlığından düşmüştü bu hâllere .,Akılsızlığından düşmüştü bu hâllere .,Akılsızlığından düşmüştü bu hâllere .,,,True,1.0
0127.train,Ada'yı bir rençper akını doldurmuştu .,Ada'yı bir rençper akını doldurmuştu .,Ada'yı bir rençper akını doldurmuştu .,,,True,1.0
0128.train,Pencap vadilerine yerleşen akıncılar ana yurtlarını unutuverdiler .,Pencap vadilerine yerleşen akıncılar ana yurtlarını unutuverdiler .,Pencap vadilerine yerleşen akıncılar ana yurtlarını unutuverdiler .,,,True,1.0
0129.train,Günlerin akışı .,Günlerin akışı .,Günlerin akışı .,,,True,1.0
0130.train,"Annem bunu sezdiği gün , babamın arkasından döktüğü yaşları unutacak kadar bedbaht olur .","Annem bunu sezdiği gün , babamın arkasından döktüğü yaşları unutacak kadar bedbaht olur .","Annem bunu sezdiği gün , babamın arkasından döktüğü yaşları unutacak kadar bedbaht olur .",,,True,1.0
0131.train,Kabartmaların ortalık yerine de akik ve Necef taşlar serpiştirilmiştir .,Kabartmaların ortalık yerine de akik ve Necef taşlar serpiştirilmiştir .,Kabartmaların ortalık yerine de akik ve Necef taşlar serpiştirilmiştir .,,,True,1.0
